Person_ID	Date	Company	Amount
7	12/21/2016	Goldman Sachs Group	9000
7	6/17/2016	Ingram Micro	200
7	3/25/2016	Sears Holdings Corporation	9000
7	12/24/2016	Plains All American Pipeline, L. P.	1000
7	12/24/2016	Kraft Foods	4500
7	11/15/2016	Nike Inc.	100
7	8/27/2016	Computer Sciences Corporation	5400
7	12/20/2016	Johnson Controls, Inc.	200
7	4/5/2016	U.S. Bancorp	900
7	4/12/2016	PepsiCo, Inc.	1000
7	10/6/2016	Costco Wholesale Corp.	10000
7	2/5/2016	3M Company	900
7	8/19/2016	Comcast Corporation	200
7	10/1/2016	Eli Lilly and Co	300
7	11/18/2016	The Kroger Co	300
7	5/23/2016	Berkshire Hathaway	750
7	12/3/2016	Express Scripts	10000
7	11/4/2016	Enterprise GP Holdings	100
7	2/27/2016	Home Depot, Inc.	100000
7	6/2/2016	TJX Companies, Inc.	500
7	7/8/2016	Goodyear Tire & Rubber	900
7	2/12/2016	Johnson & Johnson	750
7	11/24/2016	The Directv Group Inc	5400
7	6/14/2016	FedEx Corporation	5400
7	11/7/2016	Nationwide Mutual Insurance Co	1500
7	8/11/2016	FPL Group Inc	750
7	10/23/2016	SYSCO Corporation	10000
7	1/3/2016	Caterpillar Inc.	750
7	5/1/2016	Staples, Inc.	800
7	12/10/2016	UAL Corporation(United Airlines)	9000
7	11/22/2016	Rite Aid Corporation	100000
7	3/18/2016	Alcoa	2500
7	11/20/2016	FPL Group Inc	75000
7	2/19/2016	New York Life Insurance Company	2500
7	5/26/2016	General Dynamics Corporation	100
7	8/5/2016	Prudential Financial, Inc	1200
7	5/25/2016	Johnson Controls, Inc.	900
7	7/21/2016	Plains All American Pipeline, L. P.	750
7	2/5/2016	Sears Holdings Corporation	1500
7	10/22/2016	Enterprise GP Holdings	10000
7	1/3/2016	General Motors Corporation	75000
7	12/23/2016	Safeway Inc.	1500
7	11/28/2016	Goldman Sachs Group	100000
7	2/13/2016	Northrop Grumman Corporation	5400
7	9/2/2016	Bank of America Corporation	750
7	12/7/2016	Prudential Financial, Inc	9000
7	5/10/2016	Kohl's Corporation	500
7	7/8/2016	The PNC Financial Services Group	100
7	9/14/2016	Eli Lilly and Co	10000
7	3/20/2016	Whirlpool Corporation	4500
7	2/27/2016	Delta Air Lines Inc	200
7	4/11/2016	AT&T Corp	750
7	6/10/2016	Altria Group Inc	9760
7	8/27/2016	The Directv Group Inc	800
7	9/13/2016	Goldman Sachs Group	500
8	12/7/2016	Plains All American Pipeline, L. P.	1500
8	6/15/2016	Kimberly-Clark Corp	75000
8	9/26/2016	Deere & Company	300
8	10/26/2016	News Corp	100000
8	2/27/2016	ChevronTexaco Corporation	9760
8	11/20/2016	The PNC Financial Services Group	750
8	5/14/2016	Safeway Inc.	8000
8	2/18/2016	Time Warner Cable	100000
8	1/16/2016	Emerson Electric Co	10000
8	1/7/2016	MassMutual Financial Group	9760
8	2/12/2016	Eli Lilly and Co	100000
8	8/18/2016	Medco Health Solutions Inc	750
8	5/26/2016	Wells Fargo & Company	5400
8	2/13/2016	Apple Computer, Inc	100
8	5/10/2016	Enterprise GP Holdings	800
8	2/15/2016	Walgreen Company	100000
8	5/13/2016	WellPoint Health Networks	9760
8	1/22/2016	Marathon Oil Corp.	10000
8	4/21/2016	U.S. Bancorp	750
8	1/11/2016	Nationwide Mutual Insurance Co	2500
8	4/3/2016	Time Warner Cable	10000
8	3/1/2016	Johnson & Johnson	100
8	1/8/2016	Procter & Gamble Co	5400
8	11/3/2016	TJX Companies, Inc.	10000
8	8/11/2016	Valero Energy Corp	9000
8	5/15/2016	United Health Group Inc	1200
8	8/17/2016	McDonald's Corporation	1500
8	9/11/2016	Berkshire Hathaway	8350
8	11/26/2016	Procter & Gamble Co	1000
8	10/17/2016	Bristol-Myers Squibb Co.	4500
8	12/21/2016	WellPoint Health Networks	9000
8	5/12/2016	United Parcel Service of America, Inc	500
8	6/5/2016	U.S. Bancorp	200
8	10/7/2016	Lowe's Companies, Inc.	750
8	4/19/2016	Time Warner Cable	750
8	5/13/2016	State Farm Insurance	9760
8	12/6/2016	Cisco Systems, Inc.	8350
8	7/19/2016	Humana Inc.	10000
8	6/3/2016	CIGNA Corporation	4500
8	12/27/2016	Goodyear Tire & Rubber	500
8	6/28/2016	Sprint	2500
8	10/4/2016	PepsiCo, Inc.	500
8	10/20/2016	McKesson Corporation	900
8	4/15/2016	United Parcel Service of America, Inc	500
8	12/25/2016	Travelers Cos	100
8	1/21/2016	Safeway Inc.	1500
8	1/4/2016	Avnet, Inc.	900
8	8/2/2016	United Technologies Corporation	500
8	1/25/2016	Liberty Mutual	750
8	2/15/2016	Raytheon Company	75000
8	8/7/2016	The Allstate Corporation	200
8	1/19/2016	Express Scripts	75000
8	1/26/2016	Tyson Foods Inc	300
8	5/15/2016	Wells Fargo & Company	800
8	7/11/2016	Amazon.com Inc.	5400
8	2/16/2016	The Walt Disney Company	800
8	11/19/2016	Nike Inc.	1200
8	3/13/2016	MassMutual Financial Group	300
8	2/24/2016	Express Scripts	2500
8	5/23/2016	Altria Group Inc	750
8	9/6/2016	Freddie Mac	10000
8	4/28/2016	Tyson Foods Inc	8350
8	7/27/2016	International Assets Holding	4500
8	12/17/2016	American Express Company	1000
8	8/28/2016	Wal-Mart Stores, Inc.	9000
8	7/5/2016	Alcoa	500
8	5/18/2016	Berkshire Hathaway	9760
8	12/10/2016	SYSCO Corporation	1000
8	3/16/2016	Supervalu Inc	750
8	8/3/2016	Nationwide Mutual Insurance Co	300
8	2/20/2016	Microsoft Corporation	8000
8	1/16/2016	TJX Companies, Inc.	500
8	5/2/2016	Medco Health Solutions Inc	750
8	12/27/2016	U.S. Bancorp	500
8	1/9/2016	Archer-Daniels-Midland Company	75000
8	6/25/2016	Johnson Controls, Inc.	1000
8	2/5/2016	Intel Corporation	9000
8	4/25/2016	TIAA-CREF	100
8	2/18/2016	Nike Inc.	100
8	9/22/2016	FedEx Corporation	9760
8	1/22/2016	Murphy Oil Corp	5400
8	10/22/2016	The Boeing Company	4500
8	6/27/2016	Prudential Financial, Inc	2500
8	4/11/2016	Raytheon Company	200
8	4/28/2016	TJX Companies, Inc.	10000
8	6/9/2016	Exelon Corporation	200
8	9/15/2016	UAL Corporation(United Airlines)	5400
8	9/20/2016	CIGNA Corporation	8350
8	12/13/2016	Sprint	8000
8	4/14/2016	The Allstate Corporation	4500
8	12/2/2016	Berkshire Hathaway	200
8	12/24/2016	New York Life Insurance Company	4500
8	11/3/2016	Medco Health Solutions Inc	750
8	7/12/2016	Fannie Mae	1200
8	1/22/2016	Walgreen Company	100000
8	11/18/2016	GMAC	9000
8	6/1/2016	Delta Air Lines Inc	75000
8	6/1/2016	Staples, Inc.	1200
8	9/16/2016	Fluor Corporation	9760
8	1/6/2016	Tyson Foods Inc	300
9	12/22/2016	Wal-Mart Stores, Inc.	9760
9	7/23/2016	3M Company	100000
9	9/23/2016	The Northwestern Mutual Life Insurance Company	8350
9	11/17/2016	Archer-Daniels-Midland Company	1200
9	1/21/2016	MassMutual Financial Group	800
9	6/25/2016	Alcoa	300
9	12/20/2016	The Walt Disney Company	5400
9	3/7/2016	McDonald's Corporation	5400
9	4/24/2016	American Express Company	200
9	5/5/2016	Ingram Micro	75000
9	2/17/2016	The Allstate Corporation	8000
9	6/15/2016	Wal-Mart Stores, Inc.	9000
9	5/23/2016	Caterpillar Inc.	500
9	9/16/2016	Tesoro Petroleum Corp	5400
9	10/9/2016	MassMutual Financial Group	300
9	5/24/2016	Northrop Grumman Corporation	200
9	5/5/2016	The Coca-Cola Company	750
9	8/4/2016	FedEx Corporation	200
9	11/1/2016	The Kroger Co	8350
9	7/19/2016	Berkshire Hathaway	200
9	5/6/2016	WellPoint Health Networks	75000
9	8/15/2016	Sears Holdings Corporation	9760
9	8/14/2016	Sprint	10000
9	1/28/2016	Southern Company	1000
9	3/14/2016	Tyson Foods Inc	500
9	1/10/2016	Avnet, Inc.	4500
9	1/1/2016	Johnson & Johnson	200
9	2/23/2016	Safeway Inc.	8000
9	2/1/2016	TJX Companies, Inc.	100
9	8/1/2016	Apple Computer, Inc	9760
9	10/6/2016	United Parcel Service of America, Inc	8350
9	11/26/2016	Wal-Mart Stores, Inc.	4500
9	1/16/2016	Honeywell International	1500
9	11/17/2016	McDonald's Corporation	9760
9	12/19/2016	The Coca-Cola Company	8350
9	4/2/2016	General Motors Corporation	9760
9	12/15/2016	Motorola Inc	900
9	12/8/2016	Emerson Electric Co	750
9	6/11/2016	Occidental Petroleum Corp	100
9	10/23/2016	Raytheon Company	900
9	7/7/2016	Constellation Energy Group	8000
9	7/16/2016	3M Company	500
9	7/14/2016	Hartford Financial Services Group	10000
9	6/12/2016	Deere & Company	9000
9	3/2/2016	Nike Inc.	500
9	11/27/2016	Wells Fargo & Company	300
9	1/27/2016	Honeywell International	100000
9	4/14/2016	Hewlett-Packard Company	300
9	10/1/2016	J.C. Penney Company, Inc.	200
9	5/27/2016	Oracle Corporation	500
9	1/15/2016	Freddie Mac	100000
9	11/7/2016	General Electric Company	100
9	11/4/2016	TIAA-CREF	100000
9	3/2/2016	United Services Automobile Association	8000
9	10/18/2016	Nationwide Mutual Insurance Co	100000
9	8/5/2016	Plains All American Pipeline, L. P.	1200
9	9/27/2016	Time Warner Inc.	5400
9	8/1/2016	CVS Caremark	750
9	8/18/2016	Oracle Corporation	300
9	5/21/2016	TJX Companies, Inc.	9000
9	3/14/2016	Merck & Co Inc	100000
9	8/19/2016	Intel Corporation	750
9	10/2/2016	United Technologies Corporation	750
9	8/21/2016	Altria Group Inc	1000
9	8/5/2016	Occidental Petroleum Corp	900
9	8/23/2016	Whirlpool Corporation	100000
9	4/20/2016	MetLife, Inc.	2500
9	9/25/2016	HCA Inc.	900
9	9/25/2016	Altria Group Inc	500
9	10/11/2016	Cisco Systems, Inc.	800
9	10/22/2016	Oracle Corporation	8350
9	1/3/2016	General Electric Company	1500
9	12/16/2016	Target Corporation	75000
9	3/14/2016	AT&T Corp	1500
9	10/4/2016	International Assets Holding	4500
9	8/28/2016	Fannie Mae	500
9	8/10/2016	McDonald's Corporation	4500
9	9/9/2016	United Technologies Corporation	8000
9	2/13/2016	Manpower Inc.	1500
9	1/23/2016	Northrop Grumman Corporation	4500
9	8/13/2016	State Farm Insurance	5400
9	7/19/2016	McKesson Corporation	9000
9	9/21/2016	American Airlines - AMR	10000
9	2/19/2016	United Health Group Inc	9000
9	9/16/2016	Eli Lilly and Co	9760
9	4/23/2016	Avnet, Inc.	9000
9	10/25/2016	Lowe's Companies, Inc.	750
9	4/5/2016	Manpower Inc.	1000
9	11/18/2016	Computer Sciences Corporation	1500
9	9/2/2016	MassMutual Financial Group	200
9	7/23/2016	Marathon Oil Corp.	100000
9	3/1/2016	General Dynamics Corporation	4500
9	5/4/2016	Emerson Electric Co	200
9	6/23/2016	CVS Caremark	1500
9	4/7/2016	J.P. Morgan Chase & Co	9000
9	6/4/2016	Merck & Co Inc	9000
10	5/14/2016	Manpower Inc.	1000
10	9/2/2016	TJX Companies, Inc.	500
10	7/9/2016	Target Corporation	750
10	11/14/2016	New York Life Insurance Company	9760
10	6/23/2016	United Services Automobile Association	900
10	3/15/2016	The PNC Financial Services Group	8000
10	9/1/2016	Northrop Grumman Corporation	1000
10	2/12/2016	New York Life Insurance Company	9000
10	3/27/2016	Emerson Electric Co	9760
10	8/25/2016	CVS Caremark	9760
10	1/13/2016	Murphy Oil Corp	500
10	10/21/2016	International Assets Holding	100
10	1/21/2016	Sunoco Inc	500
10	2/16/2016	Hewlett-Packard Company	10000
10	2/3/2016	American Airlines - AMR	900
10	3/12/2016	General Motors Corporation	1000
10	3/4/2016	Philip Morris International	200
10	9/6/2016	Honeywell International	800
10	10/26/2016	Fannie Mae	750
10	5/23/2016	Enterprise GP Holdings	800
10	4/1/2016	Dell, Inc	75000
10	5/3/2016	Best Buy Co., Inc.	2500
10	2/1/2016	Staples, Inc.	2500
10	2/10/2016	Bristol-Myers Squibb Co.	1500
10	9/8/2016	Time Warner Cable	300
10	9/5/2016	Abbott Laboratories	2500
10	9/15/2016	J.P. Morgan Chase & Co	9000
10	2/25/2016	The Directv Group Inc	1200
10	2/13/2016	Medco Health Solutions Inc	100
10	1/20/2016	Verizon Communications	9760
10	8/25/2016	Apple Computer, Inc	100000
10	8/14/2016	International Paper Company	1200
10	9/20/2016	International Business Machines Corporation	1200
10	8/1/2016	Lockheed Martin Corporation	1000
10	9/5/2016	American Express Company	1500
10	4/12/2016	New York Life Insurance Company	9000
10	11/19/2016	Google	100
10	4/22/2016	Eli Lilly and Co	300
10	11/22/2016	Coca-Cola Enterprises	5400
10	6/11/2016	McDonald's Corporation	8350
10	2/16/2016	Honeywell International	1000
10	4/9/2016	United Services Automobile Association	800
10	7/14/2016	Occidental Petroleum Corp	100
10	9/2/2016	Nike Inc.	10000
10	11/12/2016	State Farm Insurance	200
10	6/27/2016	Staples, Inc.	2500
10	12/5/2016	Publix Super Markets	8000
10	2/9/2016	International Paper Company	750
10	1/5/2016	Goldman Sachs Group	10000
10	12/18/2016	Travelers Cos	9760
10	10/17/2016	General Dynamics Corporation	8350
10	11/27/2016	Oracle Corporation	8000
10	10/10/2016	American Express Company	10000
10	2/15/2016	Staples, Inc.	75000
10	5/24/2016	Comcast Corporation	1200
10	3/9/2016	AmerisourceBergen Corporation	750
10	8/1/2016	News Corp	100000
10	10/4/2016	GMAC	75000
10	11/24/2016	TJX Companies, Inc.	8350
10	3/24/2016	The Walt Disney Company	100
10	5/28/2016	Wal-Mart Stores, Inc.	8350
10	2/12/2016	SYSCO Corporation	1000
10	2/20/2016	Aetna Inc.	1200
10	5/15/2016	The Allstate Corporation	5400
10	9/20/2016	Wells Fargo & Company	800
10	2/2/2016	Citigroup Inc	10000
10	1/18/2016	Time Warner Cable	800
10	4/7/2016	Safeway Inc.	5400
10	3/3/2016	Aetna Inc.	500
10	9/21/2016	Comcast Corporation	800
10	9/11/2016	Intel Corporation	200
10	10/11/2016	The Kroger Co	1500
10	5/25/2016	Merck & Co Inc	9000
10	3/1/2016	Eli Lilly and Co	100000
10	9/18/2016	Intel Corporation	300
10	1/15/2016	American International Group	9760
10	9/21/2016	Humana Inc.	800
10	3/24/2016	Berkshire Hathaway	200
10	1/21/2016	The Allstate Corporation	800
10	9/4/2016	Macy's	2500
10	8/3/2016	3M Company	750
10	5/16/2016	Manpower Inc.	1500
10	10/7/2016	Kraft Foods	800
10	2/5/2016	Tech Data Corporation	9760
10	10/14/2016	MetLife, Inc.	500
10	1/28/2016	Philip Morris International	300
10	3/11/2016	Sunoco Inc	4500
10	5/6/2016	Staples, Inc.	200
10	12/20/2016	AmerisourceBergen Corporation	9000
10	8/3/2016	Humana Inc.	2500
10	6/23/2016	U.S. Bancorp	1500
10	10/10/2016	Amerada Hess Corporation	8350
10	8/13/2016	Travelers Cos	8000
10	5/18/2016	Coca-Cola Enterprises	8350
10	4/17/2016	Publix Super Markets	8350
10	7/21/2016	Medco Health Solutions Inc	100000
10	8/19/2016	Eli Lilly and Co	500
10	12/6/2016	Avnet, Inc.	10000
10	1/11/2016	Exelon Corporation	2500
10	9/14/2016	Dell, Inc	1200
10	5/8/2016	Citigroup Inc	100000
10	11/8/2016	Target Corporation	300
10	11/16/2016	AT&T Corp	100
10	5/8/2016	News Corp	300
10	8/16/2016	FedEx Corporation	8000
10	4/23/2016	Goodyear Tire & Rubber	8000
10	4/9/2016	Amerada Hess Corporation	8000
